Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1_10y,area_t2_10y,expansion_ha_peryr_10y
217,M(e),76.121,33.868,2023,39.44,4071,0,moraine,0,44.73755562459164,33.403668718318464,44.73755562459164,1.1333886906273178
218,M(e),76.375,33.844,2023,18.49,4116,0,moraine,0,23.568505157161272,2.684984362115884,23.568505157161272,2.088352079504539
219,O,76.45,33.507,2023,16.41,4219,0,other,0,10.407863020204294,10.782068944440795,10.407863020204294,-0.037420592423650055
220,M(e),76.984,33.159,2023,59.78,4479,0,moraine,0,52.24766051208575,52.32281428387668,52.24766051208575,-0.007515377179093008
221,E(o),76.332,32.336,2023,25.65,3971,0,other,0,17.75440092513418,4.24885646797002,17.75440092513418,1.350554445716416
222,M(lg),77.513,35.476,2023,21.93,5342,0,moraine,0,12.870692908771591,2.04712563931116,12.870692908771591,1.0823567269460432
223,M(l),77.7,35.032,2023,18.02,5161,0,moraine,0,90.78358351253922,50.05902943696701,90.78358351253922,4.0724554075572215
224,O,77.856,35.06,2023,32.78,4679,0,other,0,0.2205599519976613,1.617394210315638,0.2205599519976613,-0.13968342583179766
225,M(e),77.616,34.905,2023,14.51,5125,0,moraine,0,18.41127788048262,12.887817249607947,18.41127788048262,0.5523460630874671
226,M(e),77.983,34.398,2023,28.02,5344,0,moraine,0,30.74966737630928,21.710155120927332,30.74966737630928,0.9039512255381947
227,O,77.664,33.556,2023,10.15,5222,0,other,0,39.43865911506904,48.56864765970818,39.438659115069036,-0.9129988544639147
228,O,77.979,33.999,2023,43.72,4991,0,other,0,37.968165218865344,32.68244338900337,37.968165218865344,0.5285721829861977
229,M(e),77.22,32.526,2023,77.59,4069,0,moraine,0,101.0045281482979,73.66983482347833,101.0045281482979,2.733469332481957
230,M(e),77.547,32.499,2023,128.69,4150,0,moraine,0,153.74546587357224,116.78595293076849,153.74546587357224,3.6959512942803756
231,E(o),77.615,32.483,2023,47.3,4276,0,other,0,39.920218587078764,39.46572200775634,39.920218587078764,0.04544965793224236
232,M(e),78.09,34.521,2023,10.62,5270,0,moraine,0,85.38245389115723,65.25812502017422,85.38245389115723,2.0124328870983006
233,M(e),78.101,34.52,2023,10.28,5265,0,moraine,0,85.38245389115723,65.25812502017422,85.38245389115723,2.0124328870983006
234,M(o),78.136,34.457,2023,95.68,5295,0,moraine,0,94.3322375447372,94.11015096429678,94.33223754473721,0.02220865804404326
235,M(e),78.143,34.446,2023,20.53,5311,0,moraine,0,94.3322375447372,94.11015096429678,94.33223754473721,0.02220865804404326
236,M(e),78.079,34.401,2023,20.39,5307,0,moraine,0,35.191315403732546,17.189704458604925,35.191315403732546,1.800161094512762
237,E(o),78.089,34.39,2023,11.16,5226,0,other,0,22.01213294949546,17.189704458604925,22.01213294949546,0.4822428490890534
238,O,78.426,34.233,2023,64.78,5350,0,other,0,58.27986426988302,58.05715930800881,58.27986426988302,0.02227049618742072
239,E(o),78.516,34.2,2023,24.44,5386,0,other,0,40.78150656899252,39.96439222137944,40.78150656899252,0.0817114347613078
240,E(o),78.553,34.151,2023,65.02,5566,0,other,0,57.59359205795269,56.77607697381198,57.59359205795269,0.08175150841407089
241,E(o),78.23,33.281,2023,34.7,5646,0,other,0,32.43045060659752,30.02816801902885,32.43045060659752,0.2402282587568667
242,M(o),78.197,33.137,2023,10.3,5733,0,moraine,0,28.647862028896117,18.722626362722885,28.647862028896117,0.9925235666173233
243,E(o),78.498,33.496,2023,16.54,5428,0,other,0,13.254840320124847,12.805520769967773,13.254840320124847,0.04493195501570746
244,O,78.498,33.455,2023,147.89,5308,0,other,0,137.2549892796482,136.58066274014888,137.2549892796482,0.0674326539499333
245,O,78.488,33.427,2023,177.73,5284,0,other,0,165.1785492141626,164.57917947673693,165.1785492141626,0.059936973742566124
246,M(o),78.47,33.055,2023,36.49,5745,0,moraine,0,31.084302568889317,29.955303541587988,31.084302568889317,0.11289990273013295
247,E(c),78.506,33.558,2023,25.33,5665,0,other,0,21.54642474574788,19.905351835113816,21.546424745747878,0.16410729106340619
248,E(o),78.519,33.517,2023,13.66,5404,0,other,0,9.732763068736022,9.9573627949631,9.732763068736022,-0.022459972622707804
249,O,78.502,33.474,2023,15.1,5312,0,other,0,125.94080044985456,125.41632515116146,125.94080044985455,0.05244752986930905
250,M(e),78.272,32.363,2023,13.59,5357,0,moraine,0,9.178460157302515,10.013154487583979,9.178460157285905,-0.0834694330298074
251,M(e),78.726,32.736,2023,34.79,5626,0,moraine,0,35.28415952377826,28.635335315753874,35.28415952380354,0.6648824208049664
252,M(e),78.852,32.492,2023,11.12,5706,0,moraine,0,28.47728955749472,30.219192311267044,28.477289557450696,-0.17419027538163476
253,M(e),78.925,32.441,2023,10.65,5680,0,moraine,0,13.340289631704444,9.852118098572948,13.340289631707952,0.3488171533135004
254,M(e),78.9,32.409,2023,30.44,5468,0,moraine,0,34.04273944577902,28.35636473545752,34.04273944581359,0.5686374710356066
255,M(o),78.979,32.32,2023,10.51,5498,0,moraine,0,9.943352025816676,12.143318627773532,9.943352025806686,-0.2199966601966846
256,M(e),78.845,32.029,2023,15.62,5621,0,moraine,0,18.87783160069271,28.17105617332246,18.877831600693856,-0.9293224572628602
257,O,79.044,32.21,2023,21.55,5272,0,other,0,16.71543265350492,16.63945074652491,16.715432653509414,0.007598190698450224
258,O,79.393,32.377,2023,24.86,5448,0,other,0,15.77442372384831,6.293752283843208,15.774423723844363,0.9480671440001155
259,E(o),79.622,32.399,2023,23.72,5058,0,other,0,21.912131350809343,20.319860943008507,21.912131350804913,0.15922704077964056
260,M(e),79.659,32.389,2023,12.3,5720,0,moraine,0,50.052960653479914,45.04743221942841,50.05296065348158,0.5005528434053168
261,E(o),79.662,32.298,2023,17.15,5690,0,other,0,19.510750460747108,19.506855678601855,19.510750460745044,0.000389478214318828
262,M(e),78.168,31.661,2023,23.2,4255,0,moraine,0,39.82625677988396,30.882535280404838,39.82625677952473,0.8943721499119895
263,M(o),78.254,31.339,2023,11.46,4676,0,moraine,0,11.734659688994078,11.964810737074131,11.73465968899394,-0.02301510480801916
264,M(e),78.845,31.993,2023,20.9,5613,0,moraine,0,27.87246527863913,18.049918038993223,27.87246527866649,0.9822547239673266
265,M(e),78.784,31.919,2023,13.44,5351,0,moraine,0,41.61187937501782,32.39016974013021,41.61187937501553,0.9221709634885322
266,M(e),78.84,31.914,2023,18.03,5583,0,moraine,0,24.543315129907462,16.921908892516225,24.543315129900865,0.762140623738464
267,M(e),78.751,31.554,2023,10.67,5276,0,moraine,0,3.7495957296732136,6.887030133819032,3.7495957296732136,-0.3137434404145818
268,M(e),79.958,31.984,2023,15.73,5544,0,moraine,0,34.348025161547135,21.705583406224413,34.34802516147033,1.264244175524592
269,M(e),79.986,31.95,2023,10.43,5449,0,moraine,0,25.98194136923053,14.099634098204737,25.981941369234292,1.1882307271029555
270,M(e),79.994,31.937,2023,14.46,5494,0,moraine,0,60.13436947573995,39.78476436054757,60.1343694754074,2.034960511485983
271,E(o),79.865,31.925,2023,31.43,5356,0,other,0,28.42861384043534,26.52319842905813,28.42861384044153,0.19054154113833982
272,E(o),79.988,31.909,2023,14.06,5558,0,other,0,67.68003013766777,39.78476436054757,67.68003013768809,2.789526577714052
273,E(c),79.986,31.9,2023,10.24,5663,0,other,0,24.69475657082864,23.638983266886523,24.694756570667586,0.10557733037810628
274,E(o),79.984,31.878,2023,27.77,5514,0,other,0,20.28378448806057,23.638983266886523,20.283784488063635,-0.3355198778822889
275,M(e),80.09,34.282,2023,25.66,5697,0,moraine,0,24.337245619287593,23.96624996045616,24.337245619283294,0.03709956588271339
276,M(lg),80.84,34.324,2023,13.22,5742,0,moraine,0,58.35723659288682,46.196465972962734,58.35723659285577,1.2160770619893035
277,I(d),80.858,34.316,2023,232.34,5709,0,ice,0,75.41177088293622,61.17485344829351,75.41177088290091,1.42369174346074
278,M(e),80.982,34.307,2023,42.6,5729,0,moraine,0,38.72005090878367,34.71443915287151,38.7200509087947,0.40056117559231835
279,O,80.865,32.423,2023,58.84,4452,0,other,0,29.48657835687171,26.151291143679767,29.486578356876848,0.33352872131970807
280,O,81.202,34.299,2023,61.15,5274,0,other,0,55.118787294166246,54.89622905559947,55.11878729416454,0.022255823856507106
281,E(o),81.257,34.341,2023,51.89,5298,0,other,0,53.31163095757881,23.207812618367743,53.31163108827666,3.010381846990892
282,E(o),80.001,31.9,2023,20.08,5476,0,other,0,17.4580980724551,17.763041004179044,17.458098072448234,-0.030494293173081034
283,E(o),79.999,31.881,2023,13.93,5511,0,other,0,20.28378448806057,23.638983266886523,20.283784488063635,-0.3355198778822889
284,M(e),80.664,31.694,2023,14.11,5532,0,moraine,0,15.893002297150051,13.82980886710853,15.893002297148033,0.20631934300395027
285,O,80.948,31.499,2023,19.6,5238,0,other,0,14.547770105878328,14.39463106439512,14.54777010587448,0.015313904147935986
286,O,80.985,31.495,2023,24.74,5386,0,other,0,21.750752775499407,21.903939422524235,21.7507527755057,-0.015318664701853635
287,O,80.992,31.474,2023,26.9,5408,0,other,0,21.750752775499407,21.903939422524235,21.7507527755057,-0.015318664701853635
288,M(e),80.4,30.552,2023,26.56,4990,0,moraine,0,23.276920402006493,23.354293849446975,23.276920402004148,-0.007737344744282737
289,M(e),80.592,30.477,2023,12.63,5263,0,moraine,0,13.390093835301906,10.525296032197902,13.390093835157643,0.2864797802959741
290,O,81.063,31.985,2023,11.79,4734,0,other,0,0.9901806015434448,0.2284951180137792,0.9901806015423633,0.07616854835285841
291,O,81.157,31.442,2023,13.01,5240,0,other,0,18.23407071252091,10.955749325599097,18.234070712522563,0.7278321386923465
292,M(e),81.032,31.285,2023,13.53,5617,0,moraine,0,12.27872323089523,12.048498877489255,12.278723230901132,0.02302243534118773
293,E(o),81.176,31.285,2023,18.1,5171,0,other,0,15.11816650947578,14.580973446293502,15.118166414279596,0.05371929679860941
294,E(o),81.133,31.26,2023,12.43,5530,0,other,0,9.364915624119984,9.134631074049874,9.364915624113802,0.02302845500639279
295,M(e),81.138,31.234,2023,10.92,5562,0,moraine,0,7.601537050904682,7.60153888789447,7.60153705090633,-1.836988139380935e-07
296,E(o),81.195,31.182,2023,52.48,5413,0,other,0,45.3270136675103,45.40382680020974,45.32701366751165,-0.007681313269809209
297,M(e),81.152,31.179,2023,19.91,5514,0,moraine,0,19.5144136614147,19.6680596171962,19.514413661395135,-0.01536459558010641
298,E(o),81.243,31.153,2023,15.57,5651,0,other,0,8.683936885740097,14.142900834663768,8.683936885731455,-0.5458963948932313
299,O,81.631,31.284,2023,25.89,5259,0,other,0,24.711167001821146,23.943736140619976,24.711167001818914,0.07674308611989389
300,O,81.595,31.274,2023,156.89,5229,0,other,0,140.60695185007322,140.45341866203103,140.60695127288068,0.015353261084965198
301,O,81.518,31.272,2023,28.77,5172,0,other,0,26.249324135588015,24.407257084584078,26.249324135584605,0.18420670510005266
302,E(o),81.433,30.431,2023,192.62,5484,0,other,0,189.23560085933775,188.6160928095308,189.23560085933042,0.0619508049799606
303,M(o),81.463,30.43,2023,13.7,5572,0,moraine,0,79.13112079788996,79.2085434245918,79.13112079788306,-0.007742262670873856
304,M(e),81.468,30.416,2023,10.02,5603,0,moraine,0,23.07310589158291,22.918245470382626,23.073105891583236,0.015486042120060972
305,M(o),81.476,30.409,2023,11.76,5542,0,moraine,0,10.532577224950812,10.919801412639387,10.532577224953313,-0.03872241876860745
306,E(o),81.702,30.515,2023,10.17,4818,0,other,0,3.713377475174114,0.5416031797350587,3.7133774752233375,0.3171774295488279
307,E(o),81.714,30.43,2023,23.45,5184,0,other,0,19.434756048110746,18.970192864008038,19.434756048115922,0.046456318410788455
308,E(o),81.721,30.421,2023,18.94,5247,0,other,0,19.434756048110746,18.970192864008038,19.434756048115922,0.046456318410788455
309,E(o),81.533,30.393,2023,17.49,5128,0,other,0,11.773753423771714,11.7737534237694,11.7737534237694,0.0
310,O,81.993,30.463,2023,20.76,5161,0,other,0,21.982531534501824,19.350797979780154,21.982531534504243,0.26317335547240894
311,E(o),81.871,30.427,2023,21.31,5338,0,other,0,20.132211438146733,20.13221189065402,20.132211438150605,-4.525034142943696e-08
312,E(o),81.868,30.419,2023,14.11,5356,0,other,0,20.132211438146733,20.13221189065402,20.132211438150605,-4.525034142943696e-08
313,M(e),81.853,30.399,2023,13.91,5722,0,moraine,0,18.356699040989188,12.859860571146545,18.35669904098993,0.5496838469843386
314,M(e),81.964,30.392,2023,20.83,5675,0,moraine,0,25.794125990484467,17.738133311821176,25.794125990493054,0.8055992678671877
315,M(e),81.818,30.39,2023,14.51,5544,0,moraine,0,22.46631647854576,11.928903191061112,22.466316478642455,1.0537413287581343
316,M(e),81.895,30.39,2023,10.27,5441,0,moraine,0,22.776513150086473,4.338240696982587,22.776513117755297,1.8438272420772708
317,M(e),81.93,30.385,2023,59.79,5224,0,moraine,0,46.635179714798525,25.486124878981737,46.635179714793615,2.114905483581188
318,M(e),81.841,30.385,2023,12.42,5571,0,moraine,0,22.46631647854576,12.859860571146545,22.466316478642455,0.960645590749591
319,E(o),82.084,30.592,2023,10.15,5382,0,other,0,9.19877337181088,8.889571243868671,9.19877335512038,0.030920211125170915
320,M(e),82.02,30.376,2023,11.62,5493,0,moraine,0,10.92353558179652,10.613646807806866,10.923535581791889,0.030988877398502267
321,E(o),78.211,31.231,2023,10.66,4264,0,other,0,8.292860143785488,7.985713205496679,8.292860143781441,0.030714693828476226
322,E(c),78.255,31.26,2023,15.1,4403,0,other,0,13.126303389705042,11.821349627282244,13.126303389711405,0.1304953762429161
323,M(e),78.987,30.746,2023,25.56,4734,0,moraine,0,35.72376034123659,21.532425200587408,35.72376037015361,1.4191335169566206
324,M(e),79.46,30.976,2023,17.02,5537,0,moraine,0,102.30901574961008,47.114038952201156,102.30901574959957,5.519497679739841
325,I(s),79.747,30.904,2023,11.05,4683,0,ice,1,19.10903363586442,21.420634202887204,19.109033635871693,-0.23116005670155104
326,I(s),79.746,30.901,2023,11.41,4689,0,ice,1,31.51873326166808,21.420634202887204,31.518733261658017,1.0098099058770813
327,M(e),79.754,30.901,2023,22.04,4677,0,moraine,0,19.10903363586442,21.420634202887204,19.109033635871693,-0.23116005670155104
328,M(e),80.179,30.565,2023,17.81,4872,0,moraine,0,29.15029534978379,18.016038969807312,29.150295349809813,1.11342563800025
329,M(e),80.387,30.446,2023,10.0,4306,0,moraine,0,59.078233907683895,46.06983938330259,59.078233929763016,1.3008394546460422
330,M(e),80.532,30.392,2023,11.21,4753,0,moraine,0,91.09011118574112,29.588895105733297,91.09011109172869,6.150121598599538
331,M(e),80.784,30.402,2023,43.35,5088,0,moraine,0,39.809793635820085,42.2882636347367,39.80979363581321,-0.24784699989234937
332,E(o),80.886,30.347,2023,12.47,5253,0,other,0,11.081735196135348,10.694259495305715,11.081735196126104,0.038747570082038864
333,M(o),81.33,30.424,2023,12.68,5807,0,moraine,0,10.60842970942075,12.157971924827368,10.608429709420081,-0.15495422154072874
334,O,81.427,30.417,2023,17.88,5496,0,other,0,189.23560085933775,188.6160928095308,189.23560085933042,0.0619508049799606
335,O,81.427,30.405,2023,11.18,5472,0,other,0,95.8588493884034,95.54913041232771,95.85884938840255,0.030971897607483357
336,E(o),81.421,30.378,2023,25.56,5659,0,other,0,21.9240239774988,21.226795042451723,21.924023977499203,0.06972289350474803
337,E(o),81.376,30.364,2023,10.33,5756,0,other,0,9.53079860884326,21.231481445035147,9.530798608847334,-1.1700682836187812
338,E(o),81.413,30.343,2023,30.39,5734,0,other,0,26.03942660872344,25.34193526480601,26.039426608718397,0.0697491343912386
339,M(e),81.376,30.322,2023,13.96,5542,0,moraine,0,66.51360783590953,38.37252696370724,66.51360783591372,2.814108087220648
340,M(o),81.445,30.319,2023,12.2,5497,0,moraine,0,18.914059798301643,13.179698894246549,18.914059798299576,0.5734360904053026
341,M(e),81.409,30.312,2023,13.27,5634,0,moraine,0,70.87249252240426,36.44429874638559,70.87249251407462,3.4428193767689033
342,M(e),81.399,30.302,2023,11.68,5580,0,moraine,0,165.79003840489486,160.36203796040544,165.79003840488653,0.5428000444481086
343,M(e),81.388,30.297,2023,26.15,5516,0,moraine,0,209.1401409152972,192.46735445830154,209.14014091529089,1.6672786456989344
344,M(e),81.349,30.266,2023,20.37,5207,0,moraine,0,64.3033491466049,49.1772881658139,64.30334914662372,1.512606098080982
345,M(e),81.35,30.233,2023,26.79,5297,0,moraine,0,107.221050945764,74.95703992792347,107.22105095571733,3.2264011027793855
346,O,81.689,30.254,2023,27.78,4264,0,other,0,18.616208935849645,22.029345217059113,18.616208935855553,-0.341313628120356
347,O,81.574,30.378,2023,22.49,5097,0,other,0,20.06480338939498,14.874304555739657,20.064803389391063,0.5190498833651406
348,E(o),81.512,30.328,2023,12.27,5221,0,other,0,8.216048957729123,7.285937266076575,8.216048957725588,0.09301116916490137
349,E(o),81.574,30.284,2023,14.32,5077,0,other,0,11.476635706810177,11.399088088135432,11.476635706809107,0.007754761867367499
350,M(o),81.748,30.162,2023,16.11,5046,0,moraine,0,17.083090943422185,12.733093554345825,17.083090943422185,0.43499973890763605
351,M(o),81.685,30.14,2023,21.34,4655,0,moraine,0,20.96776274130862,19.103878864548953,20.96776274130862,0.18638838767596652
352,M(e),81.861,30.346,2023,15.56,5431,0,moraine,0,14.1816973648791,13.716797177865018,14.1816973648791,0.04649001870140808
353,M(o),81.831,30.345,2023,10.48,5520,0,moraine,0,17.979784847198882,17.6691588908366,17.979784847198882,0.031062595636228353
354,M(o),81.913,30.338,2023,28.2,5135,0,moraine,0,31.314236561950697,23.48301998126626,31.314236561950697,0.7831216580684437
355,M(e),81.92,30.336,2023,10.09,5130,0,moraine,0,31.314236561950697,23.48301998126626,31.314236561950697,0.7831216580684437
356,M(e),81.833,30.324,2023,11.65,5571,0,moraine,0,17.979784847198882,17.6691588908366,17.979784847198882,0.031062595636228353
357,M(e),81.876,30.313,2023,10.69,5546,0,moraine,0,30.315500488281813,14.885640740278305,30.315500488281813,1.542985974800351
358,M(e),81.866,30.307,2023,10.94,5492,0,moraine,0,30.315500488281813,14.885640740278305,30.315500488281813,1.542985974800351
359,M(e),81.802,30.216,2023,19.31,5343,0,moraine,0,98.16829702905048,27.084102086104522,98.16829702905048,7.108419494294596
360,M(e),81.758,30.214,2023,12.12,5368,0,moraine,0,52.9289264708079,19.94522810869178,52.9289264708079,3.298369836211612
361,M(e),81.878,30.204,2023,12.66,5518,0,moraine,0,53.08465109834261,11.561186675665843,53.08465109834261,4.152346442267676
